customer_id,company_name,signup_date,country,acquisition_channel,company_size_segment,initial_plan,payment_method,is_auto_renew
182,"Gould, Marshall and Scott",2023-08-14,United Kingdom,referral,small,Starter,credit_card,False
183,Jackson-Lawson,2023-08-14,Germany,content_marketing,small,Growth,credit_card,True
184,"Higgins, Strickland and Martin",2023-08-23,United States,content_marketing,small,Starter,bank_transfer,True
185,Rodriguez-Johnson,2023-08-13,United States,partner,enterprise,Growth,credit_card,True
186,Johnston-Odonnell,2023-08-17,Australia,organic,medium,Growth,credit_card,True
187,Sanders-Espinoza,2023-08-08,Canada,paid_search,small,Growth,paypal,False
188,Vargas Ltd,2023-08-31,United States,organic,small,Starter,paypal,True
189,Garcia LLC,2023-08-19,Canada,partner,medium,Growth,credit_card,False
190,"Burke, Martinez and Riggs",2023-08-16,France,paid_search,medium,Enterprise,credit_card,True
191,Reed Group,2023-08-15,United States,organic,small,Starter,credit_card,True
192,"Wood, Hunter and Peterson",2023-08-20,Germany,organic,small,Starter,ach,True
193,Short-Garcia,2023-08-26,Australia,paid_search,small,Starter,bank_transfer,True
194,Reid-Poole,2023-08-26,Ireland,referral,small,Starter,ach,True
195,"Hernandez, Thompson and Boyd",2023-08-15,Ireland,referral,medium,Growth,credit_card,True
196,"Nelson, Morton and Medina",2023-08-25,United Kingdom,referral,enterprise,Enterprise,bank_transfer,True
197,Marshall-Petersen,2023-08-22,Germany,partner,small,Starter,credit_card,True
198,"Adams, Christian and Rivas",2023-08-03,France,content_marketing,small,Starter,credit_card,True
199,Ramirez Group,2023-08-20,France,paid_search,small,Starter,paypal,True
200,Christensen PLC,2023-08-23,Germany,paid_search,medium,Starter,credit_card,True
201,"Barnett, Rogers and Snyder",2023-08-12,Ireland,referral,medium,Growth,credit_card,True
202,White-Lewis,2023-08-05,United Kingdom,content_marketing,small,Starter,paypal,True
203,Peterson-Beard,2023-08-17,Ireland,partner,small,Starter,credit_card,False
204,"Beard, Peters and Black",2023-08-27,United States,partner,small,Starter,credit_card,True
205,Miller Ltd,2023-08-24,Canada,content_marketing,medium,Growth,credit_card,True
206,Freeman-Chang,2023-08-10,Canada,organic,small,Starter,credit_card,True
207,"Alvarez, Joseph and West",2023-08-15,United States,content_marketing,enterprise,Enterprise,paypal,True
208,Davis and Sons,2023-08-26,Ireland,paid_search,small,Starter,ach,False
209,Holt-Torres,2023-08-23,Ireland,organic,medium,Enterprise,credit_card,False
210,"Wood, Tran and Cooper",2023-08-05,Australia,organic,medium,Enterprise,credit_card,False
211,"Pierce, Bell and Chavez",2023-08-14,Australia,content_marketing,medium,Starter,bank_transfer,False
212,King-Martinez,2023-08-30,France,organic,small,Starter,credit_card,True
213,Stewart Ltd,2023-08-16,United States,paid_search,small,Growth,credit_card,False
214,"Tapia, Vaughn and Lee",2023-08-09,United Kingdom,referral,medium,Starter,credit_card,True
215,"Washington, Hardy and Bray",2023-08-08,Germany,content_marketing,small,Starter,credit_card,False
216,"Carlson, Hooper and Wall",2023-08-29,Australia,paid_search,small,Starter,credit_card,True
217,Perez-White,2023-08-01,Germany,referral,small,Starter,paypal,True
218,Erickson and Sons,2023-08-03,Canada,paid_search,medium,Growth,credit_card,False
219,Williams-Brown,2023-08-02,Ireland,partner,enterprise,Enterprise,credit_card,False
220,Terry-Martinez,2023-08-24,United States,organic,medium,Enterprise,paypal,True
221,Garcia-Smith,2023-08-11,Canada,referral,medium,Starter,credit_card,True
222,Harrison-Alexander,2023-08-26,United Kingdom,partner,medium,Starter,paypal,True
223,Sheppard LLC,2023-08-29,United States,content_marketing,small,Growth,credit_card,False
224,Wilson-Jones,2023-08-25,France,paid_search,small,Growth,credit_card,True
225,Jones-Soto,2023-08-26,United States,content_marketing,medium,Growth,paypal,True
226,Hernandez PLC,2023-08-16,Netherlands,referral,small,Growth,credit_card,False
227,Miller-Wright,2023-08-14,United States,partner,medium,Growth,credit_card,True
228,"Duran, Obrien and Gibbs",2023-08-10,United States,paid_search,medium,Enterprise,credit_card,True
229,Rowe Group,2023-08-30,United Kingdom,organic,small,Growth,credit_card,False
230,Kerr-Evans,2023-08-21,France,organic,small,Enterprise,bank_transfer,True
231,"Branch, Torres and Oliver",2023-08-22,United States,referral,small,Starter,credit_card,False
232,"Choi, Garcia and Farmer",2023-08-19,Australia,organic,medium,Starter,credit_card,True
233,"Clark, Guerrero and Moore",2023-08-05,United Kingdom,paid_search,small,Starter,credit_card,True
234,Arnold and Sons,2023-08-16,United States,referral,small,Starter,credit_card,False
235,Ortiz Ltd,2023-08-20,Australia,organic,small,Growth,paypal,True
236,"Harrison, Johnson and Roberts",2023-08-29,United States,paid_search,small,Growth,bank_transfer,True
237,Warner-Gibson,2023-08-23,France,partner,medium,Enterprise,ach,True
238,"Hall, Baker and Moody",2023-08-21,Netherlands,content_marketing,small,Starter,paypal,False
239,"Guerrero, Peck and Coleman",2023-08-16,France,organic,small,Starter,paypal,True
240,"Walker, Hernandez and Baker",2023-08-03,Australia,paid_search,small,Starter,credit_card,True
241,Jones and Sons,2023-08-19,United Kingdom,referral,small,Starter,credit_card,True
242,Larson-Holloway,2023-08-29,United Kingdom,referral,small,Enterprise,paypal,True
243,Gonzales-Harrison,2023-08-28,Australia,referral,medium,Growth,credit_card,True
244,Lyons-Bender,2023-08-12,United States,organic,small,Starter,credit_card,True
245,"Fernandez, Kim and George",2023-08-09,United States,organic,enterprise,Enterprise,credit_card,False
246,Navarro-Munoz,2023-08-05,Ireland,paid_search,small,Starter,credit_card,False
247,Davis Ltd,2023-08-28,United States,content_marketing,small,Starter,bank_transfer,True
248,"Matthews, Smith and Hubbard",2023-08-14,Germany,referral,small,Starter,paypal,False
249,Johnston-Hines,2023-08-08,Germany,content_marketing,medium,Starter,credit_card,True
250,Ruiz Ltd,2023-08-16,United States,organic,medium,Growth,credit_card,True
251,Moon-White,2023-08-12,Netherlands,organic,small,Starter,credit_card,False
252,"Graham, Olsen and Costa",2023-08-09,Germany,paid_search,enterprise,Growth,credit_card,True
253,Bailey-Cook,2023-08-31,France,organic,small,Starter,bank_transfer,True
254,"Garcia, Martin and Jenkins",2023-08-16,Germany,paid_search,medium,Starter,credit_card,False
255,Roberts-Landry,2023-08-15,Ireland,content_marketing,enterprise,Enterprise,credit_card,True
256,"Johnson, Miller and King",2023-08-21,United States,paid_search,enterprise,Growth,credit_card,False
257,Cordova Group,2023-08-12,United States,organic,medium,Growth,credit_card,True
258,"Bryan, Smith and Booth",2023-08-03,Germany,paid_search,medium,Growth,credit_card,True
259,Gutierrez-Lopez,2023-08-05,Australia,paid_search,small,Starter,credit_card,True
260,Dean-Jimenez,2023-08-07,United States,partner,enterprise,Enterprise,bank_transfer,False
261,Wolf-Harris,2023-08-17,United States,organic,medium,Growth,paypal,False
262,"Anderson, Roberts and Gilmore",2023-08-20,United States,paid_search,small,Starter,credit_card,True
263,Martinez-Dudley,2023-08-10,Australia,paid_search,medium,Growth,credit_card,True
264,"Lloyd, Mckinney and Collins",2023-08-29,United States,paid_search,small,Starter,credit_card,True
265,Tran Inc,2023-08-25,United Kingdom,organic,medium,Growth,ach,False
266,Gay Inc,2023-08-25,Ireland,organic,small,Starter,credit_card,False
267,Valentine-Holland,2023-08-01,United States,referral,medium,Starter,bank_transfer,True
268,Jimenez Ltd,2023-08-16,United States,paid_search,small,Starter,credit_card,True
269,Hicks-Hill,2023-08-22,United States,organic,medium,Growth,credit_card,True
270,Baird-Sanchez,2023-08-22,United Kingdom,content_marketing,small,Starter,credit_card,True
271,"Thomas, Lee and Greene",2023-08-08,Canada,referral,medium,Growth,credit_card,True
272,"Suarez, Shields and Hill",2023-08-23,France,content_marketing,small,Starter,paypal,True
273,Morgan-French,2023-08-04,France,paid_search,medium,Growth,paypal,True
274,Hoover-Campbell,2023-08-05,United Kingdom,content_marketing,small,Starter,credit_card,False
275,Monroe-Carpenter,2023-08-16,United Kingdom,referral,small,Starter,credit_card,True
276,"Burns, Hernandez and Ryan",2023-08-24,Germany,organic,small,Growth,credit_card,True
277,Cook-Hines,2023-08-14,Ireland,referral,small,Starter,credit_card,True
278,Gibson-Morris,2023-08-06,United States,referral,small,Starter,ach,False
279,Pollard and Sons,2023-09-11,United Kingdom,content_marketing,small,Growth,credit_card,False
280,"Reyes, Chase and Jenkins",2023-09-28,Germany,partner,small,Starter,credit_card,False
281,Garner-Thornton,2023-09-27,Netherlands,organic,enterprise,Enterprise,credit_card,False
282,Hughes-Alvarado,2023-09-01,France,content_marketing,small,Starter,bank_transfer,False
283,"Pollard, Simpson and Johnson",2023-09-17,United States,content_marketing,small,Starter,credit_card,True
284,"Sanford, Rivera and Garcia",2023-09-06,United Kingdom,content_marketing,small,Growth,credit_card,True
285,Garcia-Lozano,2023-09-22,United States,referral,medium,Growth,credit_card,True
286,Bowen Group,2023-09-03,Netherlands,content_marketing,medium,Starter,paypal,True
287,"Booker, Jones and Harrington",2023-09-13,United Kingdom,content_marketing,small,Starter,bank_transfer,True
288,Morgan-Schwartz,2023-09-21,United States,content_marketing,small,Growth,paypal,True
289,"Miller, Murphy and Craig",2023-09-30,United Kingdom,referral,small,Starter,credit_card,True
290,"James, Stewart and Higgins",2023-09-20,United States,paid_search,medium,Growth,bank_transfer,True
291,Brennan-Johnson,2023-09-23,United Kingdom,paid_search,small,Enterprise,ach,True
292,Young Ltd,2023-09-25,Canada,paid_search,small,Starter,credit_card,True
293,Bright-Francis,2023-09-04,Ireland,paid_search,small,Growth,credit_card,False
294,Good-Hodges,2023-09-17,Germany,paid_search,small,Starter,credit_card,True
295,"Brennan, Wallace and Benson",2023-09-02,Ireland,referral,small,Starter,bank_transfer,True
296,Williams Inc,2023-09-24,United States,paid_search,small,Starter,credit_card,False
297,Howard-Jordan,2023-09-23,United States,organic,small,Starter,credit_card,True
298,Schmidt PLC,2023-09-14,United States,content_marketing,small,Enterprise,bank_transfer,True
299,"Sparks, Jackson and Miller",2023-09-29,Canada,referral,small,Starter,ach,True
300,Harvey-Allen,2023-09-18,United Kingdom,content_marketing,small,Growth,paypal,True
301,"Thomas, Murray and King",2023-09-08,France,organic,small,Growth,credit_card,True
302,Estrada-Nolan,2023-09-13,United Kingdom,content_marketing,medium,Enterprise,paypal,True
303,Santana-Byrd,2023-09-04,United States,paid_search,medium,Growth,bank_transfer,False
304,Jones LLC,2023-09-03,France,referral,small,Starter,bank_transfer,True
305,"Evans, Hayden and Vaughn",2023-09-13,Canada,referral,small,Starter,credit_card,False
306,Bruce-Gonzalez,2023-09-08,Australia,partner,small,Starter,credit_card,False
307,Castaneda-Rodriguez,2023-09-10,Germany,paid_search,medium,Growth,paypal,True
308,Armstrong-Andrews,2023-09-19,United Kingdom,paid_search,medium,Enterprise,credit_card,True
309,"Phillips, Spence and Barrett",2023-09-21,United Kingdom,referral,medium,Enterprise,credit_card,False
310,Smith-Grimes,2023-09-25,United Kingdom,paid_search,medium,Enterprise,credit_card,True
311,"Beltran, Lozano and Mcgee",2023-09-02,Netherlands,organic,small,Starter,credit_card,True
312,Parsons-Hall,2023-09-21,United States,paid_search,small,Enterprise,credit_card,True
313,Robinson-Lee,2023-09-13,Ireland,paid_search,small,Starter,paypal,True
314,Byrd-Le,2023-09-18,United States,content_marketing,medium,Growth,paypal,False
315,"Becker, Taylor and Davis",2023-09-07,United States,content_marketing,small,Starter,bank_transfer,True
316,"Lucas, Parker and Alexander",2023-09-07,United Kingdom,content_marketing,enterprise,Growth,credit_card,True
317,"Diaz, Anderson and Browning",2023-09-10,United States,paid_search,small,Starter,credit_card,True
318,Burgess-Thompson,2023-09-27,United States,paid_search,small,Starter,ach,True
319,Buchanan LLC,2023-09-01,United States,paid_search,small,Starter,bank_transfer,False
320,"Shaw, Nelson and Martin",2023-09-13,United Kingdom,paid_search,small,Growth,credit_card,True
321,Coffey-Phillips,2023-09-16,France,paid_search,small,Starter,credit_card,False
322,Brock-Mcdonald,2023-09-24,United States,paid_search,enterprise,Enterprise,paypal,True
323,Taylor and Sons,2023-09-27,France,content_marketing,small,Starter,ach,True
324,"Ramsey, Whitney and Coffey",2023-09-08,Australia,referral,medium,Enterprise,credit_card,False
325,"Diaz, Gibbs and Smith",2023-09-30,United Kingdom,organic,small,Starter,credit_card,True
326,"Martinez, Richardson and Curry",2023-09-17,United States,paid_search,medium,Growth,credit_card,True
327,Richards-Carson,2023-09-30,Ireland,organic,medium,Growth,paypal,True
328,Rodriguez-Hall,2023-09-12,United States,paid_search,small,Growth,credit_card,True
329,Harvey PLC,2023-09-08,United Kingdom,paid_search,small,Starter,credit_card,False
330,Herman-Walker,2023-09-13,France,organic,small,Growth,credit_card,True
